"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.Answer_1","Answer.Answer_2","Answer.Answer_3","Answer.Answer_4","Approve","Reject"
"3VMV5CHJZ8WLR8NSWYYU98A25EPTGE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","31Q0U3WYDQX3CFYCREFSM9AWTF8716","A2UUT3XS4L80YU","Approved","Tue Jul 05 13:29:53 PDT 2016","Tue Jul 05 13:30:28 PDT 2016","Tue Jul 05 21:30:28 PDT 2016","Tue Jul 05 13:53:15 PDT 2016","","","35","100% (9/9)","100% (9/9)","100% (9/9)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4814305797.jpg","0","0","1",""
"3VMV5CHJZ8WLR8NSWYYU98A25EPTGE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3FTOP5WARG6WPLEWW40PBUWVFI30J4","A610SH5RY1NG1","Approved","Tue Jul 05 13:31:41 PDT 2016","Tue Jul 05 13:31:50 PDT 2016","Tue Jul 05 21:31:50 PDT 2016","Tue Jul 05 13:53:15 PDT 2016","","","9","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4814305797.jpg","0","0","3",""
"3VMV5CHJZ8WLR8NSWYYU98A25EPTGE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3FTOP5WARG6WPLEWW40PBUWVFI50J6","A3H35QRODK1C4K","Approved","Tue Jul 05 13:33:49 PDT 2016","Tue Jul 05 13:34:08 PDT 2016","Tue Jul 05 21:34:08 PDT 2016","Tue Jul 05 13:53:15 PDT 2016","","","19","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4814305797.jpg","0","0","4",""
"3ZQX1VYFTDMQL1C2HJ07NLNHINVO87","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","33C7UALJVMG7CT3V1J7Y096R4Z618F","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:18:36 PDT 2016","Tue Jul 05 13:19:14 PDT 2016","Tue Jul 05 21:19:14 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","38","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3587666993.jpg","1","0","0",""
"3ZQX1VYFTDMQL1C2HJ07NLNHINVO87","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3FE7TXL1LJ5K7ILN6HOCRJ1WQBE2QG","A610SH5RY1NG1","Approved","Tue Jul 05 13:30:22 PDT 2016","Tue Jul 05 13:30:30 PDT 2016","Tue Jul 05 21:30:30 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3587666993.jpg","1","0","2",""
"3ZQX1VYFTDMQL1C2HJ07NLNHINVO87","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3I02618YA1O8RITAPOJTXX6E468UPW","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:26:26 PDT 2016","Tue Jul 05 13:26:34 PDT 2016","Tue Jul 05 21:26:34 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/15000_16000/3587666993.jpg","1","0","0",""
"3S1WOPCJFGATTRVWE9U27Z2HUWJJEI","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3634BBTX0PCRRE9GH4YA204Z85VFI3","A29NA4283YJ26D","Approved","Tue Jul 05 13:20:48 PDT 2016","Tue Jul 05 13:21:00 PDT 2016","Tue Jul 05 21:21:00 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","12","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/980615147.jpg","1","0","0",""
"3S1WOPCJFGATTRVWE9U27Z2HUWJJEI","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3B1NLC6UG0EPM0SF5JUCTI5NVYOPGM","A3OQIVVNLXU5RL","Approved","Tue Jul 05 13:18:17 PDT 2016","Tue Jul 05 13:21:13 PDT 2016","Tue Jul 05 21:21:13 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","176","100% (1/1)","100% (1/1)","100% (1/1)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/980615147.jpg","1","0","0",""
"3S1WOPCJFGATTRVWE9U27Z2HUWJJEI","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3COPXFW7XCUUOMOYVAFRRAXG2FFKPU","A610SH5RY1NG1","Approved","Tue Jul 05 13:31:10 PDT 2016","Tue Jul 05 13:31:19 PDT 2016","Tue Jul 05 21:31:19 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","9","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/980615147.jpg","1","1","","1"
"3BFF0DJK8XTOHDWJRYSBYMT5TPISTW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","31HQ4X3T3TS2LKM88RVM1FF6EZRLSE","A1MJECBV45AP5O","Approved","Tue Jul 05 13:31:49 PDT 2016","Tue Jul 05 13:31:55 PDT 2016","Tue Jul 05 21:31:55 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","6","100% (26/26)","100% (26/26)","100% (26/26)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2594858432.jpg","1","0","0",""
"3BFF0DJK8XTOHDWJRYSBYMT5TPISTW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","35GMH2SV3FZ9HMKNKOR94FFL8DQEOQ","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:35:20 PDT 2016","Tue Jul 05 13:36:00 PDT 2016","Tue Jul 05 21:36:00 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","40","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2594858432.jpg","1","0","0",""
"3BFF0DJK8XTOHDWJRYSBYMT5TPISTW","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3W92K5RLWVZ4BN0RAZKKVD3GRDG5VA","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:25:31 PDT 2016","Tue Jul 05 13:25:38 PDT 2016","Tue Jul 05 21:25:38 PDT 2016","Tue Jul 05 13:53:16 PDT 2016","","","7","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2594858432.jpg","1","0","0",""
"3MQKOF1EE25A75HVPD2XQ7E4WGRDWE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","30LSNF239VD7QKX4T9J3IHAAZ1X2ID","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:30:09 PDT 2016","Tue Jul 05 13:31:33 PDT 2016","Tue Jul 05 21:31:33 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","84","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2597824037.jpg","1","0","0",""
"3MQKOF1EE25A75HVPD2XQ7E4WGRDWE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3B3WTRP3DCKEFJ41PFDQ5OB7GB129L","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:18:16 PDT 2016","Tue Jul 05 13:18:42 PDT 2016","Tue Jul 05 21:18:42 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","26","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2597824037.jpg","1","0","0",""
"3MQKOF1EE25A75HVPD2XQ7E4WGRDWE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3L6L49WXW1F5HAHCQ3JXMN33ETO543","APLQSM4J9E6LR","Approved","Tue Jul 05 13:31:08 PDT 2016","Tue Jul 05 13:32:07 PDT 2016","Tue Jul 05 21:32:07 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","59","83% (5/6)","83% (5/6)","100% (5/5)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2597824037.jpg","1","0","3",""
"3D7VY91L65ELNWPX7F54MJODVT1BME","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","323Q6SJS8JYRVJYWBMGP2O3K8SLFHF","A3H35QRODK1C4K","Approved","Tue Jul 05 13:27:58 PDT 2016","Tue Jul 05 13:28:19 PDT 2016","Tue Jul 05 21:28:19 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","21","100% (29/29)","100% (29/29)","100% (29/29)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5660037266.jpg","1","0","0",""
"3D7VY91L65ELNWPX7F54MJODVT1BME","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3YW4XOSQKR35AQA84M83W1OG1QZ1UW","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:20:55 PDT 2016","Tue Jul 05 13:21:17 PDT 2016","Tue Jul 05 21:21:17 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","22","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5660037266.jpg","1","0","5",""
"3D7VY91L65ELNWPX7F54MJODVT1BME","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3ZAK8W07I5W531PQ8343IW56WYTU0M","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:21:54 PDT 2016","Tue Jul 05 13:22:00 PDT 2016","Tue Jul 05 21:22:00 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","6","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/27000_28000/5660037266.jpg","1","0","0",""
"3FTID4TN8LFXUM0NHVI9UH7PGXTLY1","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","33CUSNVVNOUPNTNG04GDFJTZI5N88H","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:33:46 PDT 2016","Tue Jul 05 13:34:12 PDT 2016","Tue Jul 05 21:34:12 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","26","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4446088471.jpg","1","1","","3"
"3FTID4TN8LFXUM0NHVI9UH7PGXTLY1","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3F1567XTNXNV726MRQ3R169AWHQQ9Y","A2UUT3XS4L80YU","Approved","Tue Jul 05 13:32:22 PDT 2016","Tue Jul 05 13:32:59 PDT 2016","Tue Jul 05 21:32:59 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","37","100% (9/9)","100% (9/9)","100% (9/9)","http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4446088471.jpg","1","1","","4"
"3FTID4TN8LFXUM0NHVI9UH7PGXTLY1","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3J2UYBXQQMUK1QZPCL602QRQTCI603","A610SH5RY1NG1","Approved","Tue Jul 05 13:30:47 PDT 2016","Tue Jul 05 13:30:55 PDT 2016","Tue Jul 05 21:30:55 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/19000_20000/4446088471.jpg","1","1","","3"
"3Q9SPIIRWJ3C9YEJ53BV066YBDUWAV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3ERMJ6L4DZA084K1K0YQ61YZRQ77MI","A29NA4283YJ26D","Approved","Tue Jul 05 13:34:34 PDT 2016","Tue Jul 05 13:34:41 PDT 2016","Tue Jul 05 21:34:41 PDT 2016","Tue Jul 05 13:53:17 PDT 2016","","","7","100% (62/62)","100% (62/62)","100% (58/58)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/172092464.jpg","1","1","","0"
"3Q9SPIIRWJ3C9YEJ53BV066YBDUWAV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3GD6L00D3TFMXI5ZVKHH5R7MO4XM1Q","A79QGFH9KEJAV","Approved","Tue Jul 05 13:23:15 PDT 2016","Tue Jul 05 13:23:31 PDT 2016","Tue Jul 05 21:23:31 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","16","100% (16/16)","100% (16/16)","100% (16/16)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/172092464.jpg","1","1","","0"
"3Q9SPIIRWJ3C9YEJ53BV066YBDUWAV","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3H8DHMCCWATLZPL8Q1OWRGGROW8DK5","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:26:16 PDT 2016","Tue Jul 05 13:26:31 PDT 2016","Tue Jul 05 21:26:31 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","15","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/2000_3000/172092464.jpg","1","1","","0"
"3NCN4N1H1GYR5EAXJGK4ZYDD0JBBNE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3E7TUJ2EGD41IT2HM4X7172BD219DC","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:31:45 PDT 2016","Tue Jul 05 13:31:52 PDT 2016","Tue Jul 05 21:31:52 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","7","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5392145976.jpg","0","0","2",""
"3NCN4N1H1GYR5EAXJGK4ZYDD0JBBNE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3EA3QWIZ4JD1AJRHCO3ZJ4J0ZE6TIS","A610SH5RY1NG1","Approved","Tue Jul 05 13:25:19 PDT 2016","Tue Jul 05 13:25:29 PDT 2016","Tue Jul 05 21:25:29 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","10","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5392145976.jpg","0","0","2",""
"3NCN4N1H1GYR5EAXJGK4ZYDD0JBBNE","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3PW9OPU9PR2WQE16L2YXQITOIZL21K","A3G3205514RC9K","Approved","Tue Jul 05 13:28:25 PDT 2016","Tue Jul 05 13:28:58 PDT 2016","Tue Jul 05 21:28:58 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","33","100% (19/19)","100% (19/19)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/26000_27000/5392145976.jpg","0","0","2",""
"3PCPFX4U4072LSZ54AYHMIZ3KSPQFX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","34V1S5K3GTJ2XKN2CHPTV1SJWGG69J","A610SH5RY1NG1","Approved","Tue Jul 05 13:35:18 PDT 2016","Tue Jul 05 13:35:26 PDT 2016","Tue Jul 05 21:35:26 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","8","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1394927474.jpg","1","0","0",""
"3PCPFX4U4072LSZ54AYHMIZ3KSPQFX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3DBQWDE4Y7GR3IRI88YTLW935AMN5J","A3N8C7XN2ZIEY2","Approved","Tue Jul 05 13:35:52 PDT 2016","Tue Jul 05 13:38:46 PDT 2016","Tue Jul 05 21:38:46 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","174","100% (28/28)","100% (28/28)","100% (28/28)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1394927474.jpg","1","0","3",""
"3PCPFX4U4072LSZ54AYHMIZ3KSPQFX","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3ZWFC4W1UVP4KDCZ7RSJGS5QV1GFR9","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:23:39 PDT 2016","Tue Jul 05 13:23:50 PDT 2016","Tue Jul 05 21:23:50 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","11","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/1000_2000/1394927474.jpg","1","0","5",""
"36QZ6V1589U3HQB8R3IL3IF7C3PSUN","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3COPXFW7XCUUOMOYVAFRRAXG2F8PKS","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:21:51 PDT 2016","Tue Jul 05 13:22:55 PDT 2016","Tue Jul 05 21:22:55 PDT 2016","Tue Jul 05 13:53:18 PDT 2016","","","64","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8233488463.jpg","0","0","2",""
"36QZ6V1589U3HQB8R3IL3IF7C3PSUN","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3EG49X351VUSYG50FXV7B4E13JY6XT","A37WDOIQH6JM6V","Approved","Tue Jul 05 13:23:17 PDT 2016","Tue Jul 05 13:23:44 PDT 2016","Tue Jul 05 21:23:44 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","27","100% (148/148)","100% (148/148)","100% (19/19)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8233488463.jpg","0","0","2",""
"36QZ6V1589U3HQB8R3IL3IF7C3PSUN","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3GS6S824SRFLG16249L2BWMGP7HWN0","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:24:22 PDT 2016","Tue Jul 05 13:24:30 PDT 2016","Tue Jul 05 21:24:30 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/31000_31783/8233488463.jpg","0","0","5",""
"31ODACBENUWBPX4RAUYGTHII9IKQSH","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3LPW2N6LKUK4Y8BR59AFZR1XD695UN","A610SH5RY1NG1","Approved","Tue Jul 05 13:27:47 PDT 2016","Tue Jul 05 13:27:56 PDT 2016","Tue Jul 05 21:27:56 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","9","100% (484/485)","100% (484/485)","100% (213/213)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2686432878.jpg","1","1","","4"
"31ODACBENUWBPX4RAUYGTHII9IKQSH","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3PB5A5BD0WO0GUOF9X0VTWE2V4V7GA","A28GJDYQQ6KGEO","Approved","Tue Jul 05 13:34:29 PDT 2016","Tue Jul 05 13:34:37 PDT 2016","Tue Jul 05 21:34:37 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","8","100% (95/95)","100% (95/95)","100% (95/95)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2686432878.jpg","1","0","5",""
"31ODACBENUWBPX4RAUYGTHII9IKQSH","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","3W2LOLRXLCXF0Z4D82JGW5XV3X6KRP","A2OJ5XOEKTKRR9","Approved","Tue Jul 05 13:34:21 PDT 2016","Tue Jul 05 13:34:45 PDT 2016","Tue Jul 05 21:34:45 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","24","100% (444/445)","100% (439/439)","100% (212/212)","http://s3.amazonaws.com/caption-scene/upload_batches/7000_8000/2686432878.jpg","1","0","0",""
"3KQC8JMJGC9USNK91PALCVI5QFP3H6","31IV7WI13C3HWUGW904VC89GWVC5H2","Label image with its location","Answer questions about an image to label its location.","image categorization, locations, scene recognition","$0.03","Tue Jul 05 13:17:19 PDT 2016","3","BatchId:2453811;","600","28800","Tue Jul 12 13:17:19 PDT 2016","","","36NEMU28XGVFYJL2S862YHXGKH5WMY","A3UUH3632AI3ZX","Approved","Tue Jul 05 13:22:01 PDT 2016","Tue Jul 05 13:22:08 PDT 2016","Tue Jul 05 21:22:08 PDT 2016","Tue Jul 05 13:53:19 PDT 2016","","","7","100% (570/570)","100% (548/548)","100% (88/88)","http://s3.amazonaws.com/caption-scene/upload_batches/23000_24000/4813959713.jpg","0","0","5",""
